region_pair,arch,tunnel,workload,loss_pct,n_runs,connect_max_ms_mean,connect_max_ms_stdev,connect_mean_ms_mean,connect_mean_ms_stdev,connect_min_ms_mean,connect_min_ms_stdev,connect_sd_ms_mean,connect_sd_ms_stdev,cpu_pct_mean_mean,cpu_pct_mean_stdev,goodput_tcp_mbps_mean,goodput_tcp_mbps_stdev,goodput_udp_mbps_mean,goodput_udp_mbps_stdev,h2load_done_mean,h2load_done_stdev,h2load_errored_mean,h2load_errored_stdev,h2load_failed_mean,h2load_failed_stdev,h2load_succeeded_mean,h2load_succeeded_stdev,h2load_total_mean,h2load_total_stdev,http_2xx_mean,http_2xx_stdev,http_4xx_mean,http_4xx_stdev,http_5xx_mean,http_5xx_stdev,http_success_pct_mean,http_success_pct_stdev,n_curl_attempts_mean,n_curl_attempts_stdev,n_curl_ok_mean,n_curl_ok_stdev,observed_loss_pct_mean,observed_loss_pct_stdev,req_max_ms_mean,req_max_ms_stdev,req_mean_ms_mean,req_mean_ms_stdev,req_min_ms_mean,req_min_ms_stdev,req_per_sec_mean,req_per_sec_stdev,req_sd_ms_mean,req_sd_ms_stdev,retrans_count_mean,retrans_count_stdev,rtt_max_ms_mean,rtt_max_ms_stdev,rtt_mdev_ms_mean,rtt_mdev_ms_stdev,rtt_mean_ms_mean,rtt_mean_ms_stdev,rtt_min_ms_mean,rtt_min_ms_stdev,rx_bytes_delta_mean,rx_bytes_delta_stdev,ttfb_max_ms_mean,ttfb_max_ms_stdev,ttfb_mean_ms_mean,ttfb_mean_ms_stdev,ttfb_min_ms_mean,ttfb_min_ms_stdev,ttfb_p50_ms_mean,ttfb_p50_ms_stdev,ttfb_p95_ms_mean,ttfb_p95_ms_stdev,ttfb_p99_ms_mean,ttfb_p99_ms_stdev,ttfb_sd_ms_mean,ttfb_sd_ms_stdev,tx_bytes_delta_mean,tx_bytes_delta_stdev,anomaly_count
LAN-x64,x86_64,wireguard-tcp-fast,short-transfer,10.0,3,,,,,,,,,52.988,0.394,,,,,,,,,,,,,,,,,,,,,100.0,0.0,600,0.0,600,0.0,,,,,,,,,154.545,0.864,,,,,,,,,,,,,0,0.0,,,,,,,4.053,0.021,4.615,0.117,5.778,0.378,,,0,0.0,0
LAN-x64,x86_64,wireguard-tcp-fast,short-transfer,20.0,3,,,,,,,,,53.015,1.874,,,,,,,,,,,,,,,,,,,,,100.0,0.0,600,0.0,600,0.0,,,,,,,,,142.375,6.059,,,,,,,,,,,,,0,0.0,,,,,,,4.054,0.034,4.868,0.409,6.343,0.983,,,0,0.0,18
LAN-x64,x86_64,wireguard-tcp-fast,ssh-interactive,0.0,3,,,,,,,,,1.802,0.226,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,140.238,10.764,14.687,2.653,2.954,0.787,0.198,0.026,0,0.0,,,,,,,,,,,,,,,0,0.0,32
LAN-x64,x86_64,wireguard-tcp-fast,ssh-interactive,0.5,3,,,,,,,,,1.711,0.201,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,144.896,6.529,13.626,2.229,2.588,0.689,0.152,0.024,0,0.0,,,,,,,,,,,,,,,0,0.0,27
LAN-x64,x86_64,wireguard-tcp-fast,ssh-interactive,1.0,3,,,,,,,,,1.87,0.106,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,144.037,4.735,14.892,1.54,3.039,0.556,0.165,0.035,0,0.0,,,,,,,,,,,,,,,0,0.0,31
LAN-x64,x86_64,wireguard-tcp-fast,ssh-interactive,2.0,3,,,,,,,,,1.668,0.283,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,140.875,2.723,14.033,1.627,2.667,0.58,0.211,0.046,0,0.0,,,,,,,,,,,,,,,0,0.0,27
LAN-x64,x86_64,wireguard-tcp-fast,ssh-interactive,3.0,3,,,,,,,,,1.937,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,144.103,4.125,14.784,1.635,2.942,0.612,0.164,0.011,0,0.0,,,,,,,,,,,,,,,0,0.0,30
LAN-x64,x86_64,wireguard-tcp-fast,ssh-interactive,5.0,3,,,,,,,,,1.68,0.147,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,142.893,7.389,13.257,1.748,2.418,0.488,0.147,0.006,0,0.0,,,,,,,,,,,,,,,0,0.0,25
LAN-x64,x86_64,wireguard-tcp-fast,ssh-interactive,10.0,3,,,,,,,,,1.766,0.142,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,141.829,5.489,14.229,0.998,2.755,0.353,0.139,0.003,0,0.0,,,,,,,,,,,,,,,0,0.0,29
LAN-x64,x86_64,wireguard-tcp-fast,ssh-interactive,20.0,3,,,,,,,,,1.667,0.184,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,151.371,14.608,13.289,1.717,2.44,0.579,0.185,0.022,0,0.0,,,,,,,,,,,,,,,0,0.0,26
LAN-x64,x86_64,wireguard-tcp-fast,web-mix,0.0,3,42.19,0,19.65,0,6.06,0,9.85,0,,,,,,,1666.667,2886.751,3333.333,2886.751,5000,0.0,0,0.0,5000,0.0,0,0,5000,0,0,0,0.0,0,,,,,,,30.98,0,4.87,0,0.446,0,54797.52,0,4.43,0,,,,,,,,,,,116,148.97,50.14,0,34.94,0,17.34,0,,,,,,,10.17,0,0,0.0,8
LAN-x64,x86_64,wireguard-tcp-fast,web-mix,0.5,3,127.8,149.873,79.123,100.889,52.663,80.919,28.517,31.421,,,,,,,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,0.0,0.0,,,,,,,69.577,64.527,7.097,4.616,0.394,0.146,42121.35,24428.097,13.303,16.089,,,,,,,,,,,0,0.0,136.387,152.019,123.24,149.666,106.223,155.332,,,,,,,9.897,1.932,0,0.0,30
LAN-x64,x86_64,wireguard-tcp-fast,web-mix,1.0,3,44.737,8.551,22.523,3.83,6.907,0.583,10.707,1.845,,,,,,,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,0.0,0.0,,,,,,,32.683,4.435,5.83,0.783,0.34,0.19,50491.08,2899.901,5.163,0.57,,,,,,,,,,,0,0.0,53.593,5.644,40.497,3.987,14.867,7.194,,,,,,,10.433,2.111,0,0.0,34
LAN-x64,x86_64,wireguard-tcp-fast,web-mix,2.0,3,50.197,14.413,23.837,5.564,6.303,0.402,12.577,4.133,,,,,,,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,0.0,0.0,,,,,,,21.753,6.366,4.717,0.401,0.446,0.108,52342.257,2941.813,3.39,1.48,,,,,,,,,,,0,0.0,57.713,10.121,35.7,4.172,18.06,9.238,,,,,,,10.73,5.013,0,0.0,34
LAN-x64,x86_64,wireguard-tcp-fast,web-mix,3.0,3,45.747,4.873,20.923,0.565,7.303,0.602,10.55,0.259,,,,,,,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,0.0,0.0,,,,,,,22.037,5.137,4.47,0.347,0.31,0.197,56763.923,1075.477,3.193,0.853,,,,,,,,,,,0,0.0,51.337,4.997,33.203,2.117,18.383,1.67,,,,,,,9.127,1.513,0,0.0,30
LAN-x64,x86_64,wireguard-tcp-fast,web-mix,5.0,3,49.55,11.624,24.643,6.505,6.26,1.976,12.687,3.355,,,,,,,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,0.0,0.0,,,,,,,17.96,10.697,4.273,0.846,0.293,0.128,53211.97,2931.056,2.983,1.408,,,,,,,,,,,0,0.0,56.827,13.028,34.017,4.988,13.893,4.607,,,,,,,13.417,5.296,0,0.0,22
LAN-x64,x86_64,wireguard-tcp-fast,web-mix,10.0,3,41.013,5.057,21.457,2.636,7.177,0.966,9.69,1.742,,,,,,,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,0.0,0.0,,,,,,,30.983,6.582,4.477,0.72,0.403,0.049,54759.107,1913.573,3.937,0.836,,,,,,,,,,,0,0.0,50.91,0.921,36.807,3.516,22.63,9.134,,,,,,,8.377,2.427,0,0.0,23
LAN-x64,x86_64,wireguard-tcp-fast,web-mix,20.0,3,144.943,160.761,74.28,85.415,7.007,0.894,49.11,62.591,,,,,,,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,0.0,0.0,,,,,,,33.887,12.269,8.097,5.577,0.259,0.1,38221.863,20861.918,7.177,4.895,,,,,,,,,,,0,0.0,152.6,157.181,89.507,85.407,14.073,5.281,,,,,,,48.083,60.446,0,0.0,26
LAN-x64,x86_64,wireguard-udp,long-transfer,0.0,3,,,,,,,,,78.826,0.665,2588.172,6.7,976.248,3.915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,101155566.667,2281143.834,,,,,,,,,,,,,,,30922799620,22120223.197,0
LAN-x64,x86_64,wireguard-udp,long-transfer,0.5,3,,,,,,,,,74.78,1.745,2080.003,32.244,968.328,4.547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,97794702.667,3139354.297,,,,,,,,,,,,,,,26453747112,286042972.677,0
LAN-x64,x86_64,wireguard-udp,long-transfer,1.0,3,,,,,,,,,72.4,1.291,1590.591,10.095,963.331,0.392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,115896890.667,9437240.687,,,,,,,,,,,,,,,22156501794.667,85641622.489,0
LAN-x64,x86_64,wireguard-udp,long-transfer,2.0,3,,,,,,,,,56.039,1.587,638.079,18.597,955.031,4.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,118611534.667,8078924.645,,,,,,,,,,,,,,,13901216160,115162074.277,0
LAN-x64,x86_64,wireguard-udp,long-transfer,3.0,3,,,,,,,,,51.634,0.116,426.772,20.292,934.385,30.126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,90831280,2535204.311,,,,,,,,,,,,,,,11990572878.667,172184897.143,0
LAN-x64,x86_64,wireguard-udp,long-transfer,5.0,3,,,,,,,,,44.657,1.101,212.012,10.206,926.14,2.575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,48243252,1372946.807,,,,,,,,,,,,,,,9957413328,82522128.656,0
LAN-x64,x86_64,wireguard-udp,long-transfer,10.0,3,,,,,,,,,14.541,21.333,28.794,2.014,880.556,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,8781822.667,667154.713,,,,,,,,,,,,,,,2820452681.333,4433647567.311,0
LAN-x64,x86_64,wireguard-udp,long-transfer,20.0,3,,,,,,,,,24.021,20.102,2.642,0.085,781.307,1.827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,1131140,62494.896,,,,,,,,,,,,,,,4587546520,3952480254.234,0
LAN-x64,x86_64,wireguard-udp,short-transfer,0.0,3,,,,,,,,,60.611,0.116,,,,,,,,,,,,,,,,,,,,,100.0,0.0,600,0.0,600,0.0,,,,,,,,,131.143,0.842,,,,,,,,,,,,,239383101.333,3332.039,,,,,,,4.418,0.076,7.337,0.04,8.789,0.784,,,5152373.333,50334.679,0
LAN-x64,x86_64,wireguard-udp,short-transfer,0.5,3,,,,,,,,,50.409,9.786,,,,,,,,,,,,,,,,,,,,,100.0,0.0,600,0.0,600,0.0,,,,,,,,,91.569,36.238,,,,,,,,,,,,,239388468,792.03,,,,,,,4.477,0.125,7.554,0.301,79.079,113.264,,,5116752,43946.373,0
LAN-x64,x86_64,wireguard-udp,short-transfer,1.0,3,,,,,,,,,35.401,2.962,,,,,,,,,,,,,,,,,,,,,100.0,0.0,600,0.0,600,0.0,,,,,,,,,43.978,7.692,,,,,,,,,,,,,239397081.333,2702.592,,,,,,,4.419,0.054,8.033,0.385,1023.121,12.347,,,5090128,32681.53,0
LAN-x64,x86_64,wireguard-udp,short-transfer,2.0,3,,,,,,,,,28.373,1.801,,,,,,,,,,,,,,,,,,,,,100.0,0.0,600,0.0,600,0.0,,,,,,,,,28.067,3.595,,,,,,,,,,,,,239402420,7346.844,,,,,,,4.557,0.057,11.181,2.312,1054.19,3.435,,,5052270.667,71157.161,0
LAN-x64,x86_64,wireguard-udp,short-transfer,3.0,3,,,,,,,,,24.1,0.534,,,,,,,,,,,,,,,,,,,,,100.0,0.0,600,0.0,600,0.0,,,,,,,,,19.665,1.006,,,,,,,,,,,,,239411516,4702.032,,,,,,,4.582,0.064,211.367,0.983,1056.732,2.361,,,4924260,91627.269,0
LAN-x64,x86_64,wireguard-udp,short-transfer,5.0,3,,,,,,,,,21.65,1.631,,,,,,,,,,,,,,,,,,,,,100.0,0.0,600,0.0,600,0.0,,,,,,,,,14.31,2.984,,,,,,,,,,,,,239418917.333,3965.573,,,,,,,4.623,0.009,742.408,458.751,1065.123,2.045,,,4866420,63578.264,0
LAN-x64,x86_64,wireguard-udp,short-transfer,10.0,3,,,,,,,,,15.873,0.851,,,,,,,,,,,,,,,,,,,,,100.0,0.0,600,0.0,600,0.0,,,,,,,,,6.006,0.588,,,,,,,,,,,,,239458338.667,3471.374,,,,,,,5.15,0.032,1054.327,7.149,1809.213,467.402,,,4735510.667,6656.276,0
LAN-x64,x86_64,wireguard-udp,short-transfer,20.0,3,,,,,,,,,13.621,0.65,,,,,,,,,,,,,,,,,,,,,100.0,0.0,600,0.0,600,0.0,,,,,,,,,2.6,0.098,,,,,,,,,,,,,239519430.667,14299.473,,,,,,,7.948,0.909,1858.635,182.747,2813.771,239.32,,,4413000,78470.905,0
LAN-x64,x86_64,wireguard-udp,ssh-interactive,0.0,3,,,,,,,,,0.82,0.124,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,126.816,16.101,10.432,1.181,1.758,0.298,0.196,0.023,132164,48.497,,,,,,,,,,,,,,,132329.333,53.116,0
LAN-x64,x86_64,wireguard-udp,ssh-interactive,0.5,3,,,,,,,,,0.611,0.124,,,,,,,,,,,,,,,,,,,,,,,,,,,0.533,0.058,,,,,,,,,,,,,135.69,8.995,10.002,2.499,1.607,0.523,0.199,0.012,131560,96.25,,,,,,,,,,,,,,,131680,47.159,0
LAN-x64,x86_64,wireguard-udp,ssh-interactive,1.0,3,,,,,,,,,0.685,0.073,,,,,,,,,,,,,,,,,,,,,,,,,,,1.033,0.513,,,,,,,,,,,,,134.93,10.532,10.266,1.451,1.675,0.355,0.202,0.015,130841.333,592.221,,,,,,,,,,,,,,,131006.667,646.966,0
LAN-x64,x86_64,wireguard-udp,ssh-interactive,2.0,3,,,,,,,,,0.562,0.193,,,,,,,,,,,,,,,,,,,,,,,,,,,1.833,0.153,,,,,,,,,,,,,137.058,8.549,9.46,0.28,1.433,0.169,0.193,0.011,129789.333,300.409,,,,,,,,,,,,,,,129952,212.075,0
LAN-x64,x86_64,wireguard-udp,ssh-interactive,3.0,3,,,,,,,,,2.266,1.577,,,,,,,,,,,,,,,,,,,,,,,,,,,2.467,0.058,,,,,,,,,,,,,120.039,15.409,9.199,2.804,1.529,0.523,0.205,0.029,128918.667,112.38,,,,,,,,,,,,,,,129110.667,73.901,0
LAN-x64,x86_64,wireguard-udp,ssh-interactive,5.0,3,,,,,,,,,0.526,0.047,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,0.436,,,,,,,,,,,,,130.904,24.597,10.285,2.079,1.62,0.408,0.2,0.011,127020,557.939,,,,,,,,,,,,,,,127276,557.939,0
LAN-x64,x86_64,wireguard-udp,ssh-interactive,10.0,3,,,,,,,,,0.47,0.103,,,,,,,,,,,,,,,,,,,,,,,,,,,9.667,0.85,,,,,,,,,,,,,133.422,0.755,9.054,0.634,1.307,0.144,0.204,0.027,119788,1060.837,,,,,,,,,,,,,,,119734.667,1163.205,0
LAN-x64,x86_64,wireguard-udp,ssh-interactive,20.0,3,,,,,,,,,0.554,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,20.467,1.026,,,,,,,,,,,,,133.519,6.823,10.282,2.401,1.648,0.569,0.199,0.035,106550.667,580.721,,,,,,,,,,,,,,,106038.667,1146.803,0
LAN-x64,x86_64,wireguard-udp,web-mix,0.0,3,45.353,11.992,23.127,7.928,8.25,2.874,9.86,2.336,,,,,,,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,0.0,0.0,,,,,,,22.393,2.063,4.037,1.225,0.321,0.246,56556.37,4664.307,3.347,1.461,,,,,,,,,,,1696528,20942.02,53.787,13.229,39.363,9.106,25.883,9.434,,,,,,,9.177,4.849,285680,7644.133,0
LAN-x64,x86_64,wireguard-udp,web-mix,0.5,3,362.573,552.031,25.37,10.299,6.777,1.153,52.903,75.118,,,,,,,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,0.0,0.0,,,,,,,209.733,1.339,5.753,0.503,0.167,0.019,13602.14,7501.709,16.637,2.987,,,,,,,,,,,1695964,21552.872,365.213,549.748,38.007,13.25,19.497,6.942,,,,,,,50.493,75.196,288053.333,6600.506,0
LAN-x64,x86_64,wireguard-udp,web-mix,1.0,3,358.57,564.157,28.387,19.085,6.31,0.61,51.68,76.282,9.5,0,,,,,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,0.0,0.0,,,,,,,208.86,2.949,6.817,1.986,0.175,0.019,13431.807,7368.277,14.567,1.484,,,,,,,,,,,1710417.333,41764.928,364.36,559.144,40.59,13.354,18.86,8.502,,,,,,,49.913,77.34,296181.333,13561.681,0
LAN-x64,x86_64,wireguard-udp,web-mix,2.0,3,1046.667,5.774,132.07,130.205,59.32,91.444,175.583,27.587,13.89,9.625,,,,,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,0.0,0.0,,,,,,,312.55,104.426,7.433,1.865,0.186,0.021,4499.933,454.923,26.167,7.11,,,,,,,,,,,1676034.667,15835.469,1046.667,5.774,157.207,155.337,103.607,163.128,,,,,,,166.65,31.375,277070.667,6247.13,0
LAN-x64,x86_64,wireguard-udp,web-mix,3.0,3,1380.0,563.116,95.997,33.086,8.943,4.345,277.873,61.406,8.46,0,,,,,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,0.0,0.0,,,,,,,241.607,51.761,8.767,0.393,0.151,0.03,3439.363,1128.115,33.58,2.357,,,,,,,,,,,1686696,11829.733,1380.0,563.116,108.223,33.808,20.85,0.999,,,,,,,274.787,60.505,290870.667,6559.439,0
LAN-x64,x86_64,wireguard-udp,web-mix,5.0,3,768.543,479.072,67.373,42.597,9.183,4.139,161.12,116.708,8.06,1.4,,,,,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,0.0,0.0,,,,,,,346.337,116.945,9.46,2.604,0.18,0.019,6297.313,4261.42,35.83,13.001,,,,,,,,,,,1711485.333,32973.285,776.09,466.007,77.17,38.623,17.78,6.206,,,,,,,161.513,114.087,281893.333,5368.527,0
LAN-x64,x86_64,wireguard-udp,web-mix,10.0,3,1703.333,591.805,184.193,48.547,6.467,0.297,407.46,105.859,8.073,3.78,,,,,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,0.0,0.0,,,,,,,549.063,234.007,18.363,2.077,0.178,0.01,2588.13,810.381,59.12,7.889,,,,,,,,,,,1706794.667,20947.865,1703.333,591.805,197.853,51.933,17.323,3.745,,,,,,,407.11,110.6,300153.333,6757.231,0
LAN-x64,x86_64,wireguard-udp,web-mix,20.0,3,3180.0,1041.729,404.343,56.828,6.0,0.996,670.31,23.646,3.072,0.494,,,,,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,5000,0.0,0,0.0,0.0,0.0,,,,,,,1817.643,1199.715,45.747,8.839,0.172,0.008,1298.833,272.942,139.21,40.112,,,,,,,,,,,1744113.333,9858.863,3250.0,929.892,432.833,65.7,13.95,0.344,,,,,,,675.777,24.458,300634.667,7728.088,0
MAX-arm,arm64,wireguard-tcp-fast,long-transfer,0.0,3,,,,,,,,,27.066,15.497,370.057,6.404,999.39,0.128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,200,118.861,,,,,,,,,,,,,,,0,0.0,0
MAX-arm,arm64,wireguard-tcp-fast,long-transfer,0.5,3,,,,,,,,,29.193,17.439,365.342,7.259,999.624,0.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,200,47.159,,,,,,,,,,,,,,,0,0.0,0
MAX-arm,arm64,wireguard-tcp-fast,long-transfer,1.0,3,,,,,,,,,38.513,3.384,390.083,7.341,999.585,0.096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,262.667,18.475,,,,,,,,,,,,,,,0,0.0,0
MAX-arm,arm64,wireguard-tcp-fast,long-transfer,2.0,3,,,,,,,,,27.61,15.269,391.751,25.16,999.71,0.212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,210.667,100.585,,,,,,,,,,,,,,,0,0.0,0
MAX-arm,arm64,wireguard-tcp-fast,long-transfer,3.0,3,,,,,,,,,37.114,1.507,394.9,12.287,999.479,0.089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,232,64.374,,,,,,,,,,,,,,,0,0.0,0
MAX-arm,arm64,wireguard-tcp-fast,long-transfer,5.0,3,,,,,,,,,36.532,0.569,379.543,8.541,999.629,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,262.667,18.475,,,,,,,,,,,,,,,0,0.0,0
MAX-arm,arm64,wireguard-tcp-fast,long-transfer,10.0,3,,,,,,,,,,,381.772,20.107,998.719,0.359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,232,34.641,,,,,,,,,,,,,,,0,0.0,0
MAX-arm,arm64,wireguard-tcp-fast,long-transfer,20.0,3,,,,,,,,,,,382.513,28.258,999.639,0.354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,262.667,18.475,,,,,,,,,,,,,,,0,0.0,0
MAX-arm,arm64,wireguard-tcp-fast,short-transfer,0.0,3,,,,,,,,,2.791,3.061,,,,,,,,,,,,,,,,,,,,,100.0,0.0,600,0.0,600,0.0,,,,,,,,,0.75,0.005,,,,,,,,,,,,,1422.667,53.116,,,,,,,697.901,0.036,698.876,0.503,929.459,0.101,,,0,0.0,0
MAX-arm,arm64,wireguard-tcp-fast,short-transfer,0.5,3,,,,,,,,,9.221,6.146,,,,,,,,,,,,,,,,,,,,,100.0,0.0,600,0.0,600,0.0,,,,,,,,,0.748,0.006,,,,,,,,,,,,,1442.667,71.591,,,,,,,697.923,0.038,852.748,132.933,930.368,0.749,,,0,0.0,0
MAX-arm,arm64,wireguard-tcp-fast,short-transfer,1.0,3,,,,,,,,,9.586,4.772,,,,,,,,,,,,,,,,,,,,,100.0,0.0,600,0.0,600,0.0,,,,,,,,,0.751,0.001,,,,,,,,,,,,,1453.333,53.116,,,,,,,697.942,0.026,929.366,0.08,930.635,0.333,,,0,0.0,0
MAX-arm,arm64,wireguard-tcp-fast,short-transfer,2.0,3,,,,,,,,,1.091,0.228,,,,,,,,,,,,,,,,,,,,,100.0,0.0,600,0.0,600,0.0,,,,,,,,,0.752,0.0,,,,,,,,,,,,,1453.333,53.116,,,,,,,697.9,0.065,775.55,133.054,929.584,0.029,,,0,0.0,0
MAX-arm,arm64,wireguard-tcp-fast,short-transfer,3.0,3,,,,,,,,,0.97,0.015,,,,,,,,,,,,,,,,,,,,,100.0,0.0,600,0.0,600,0.0,,,,,,,,,0.751,0.002,,,,,,,,,,,,,1442.667,71.591,,,,,,,697.877,0.009,776.405,132.289,929.498,0.066,,,0,0.0,0
MAX-arm,arm64,wireguard-tcp-fast,short-transfer,5.0,3,,,,,,,,,0.972,0.029,,,,,,,,,,,,,,,,,,,,,100.0,0.0,600,0.0,600,0.0,,,,,,,,,0.752,0.002,,,,,,,,,,,,,1422.667,53.116,,,,,,,697.875,0.006,775.768,132.796,929.64,0.086,,,0,0.0,0
MAX-arm,arm64,wireguard-tcp-fast,short-transfer,10.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,267,0.0,267,0.0,,,,,,,,,0.744,0.001,,,,,,,,,,,,,673.333,46.705,,,,,,,695.191,0.007,925.648,0.197,926.082,0.091,,,0,0.0,0
MAX-arm,arm64,wireguard-tcp-fast,short-transfer,20.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,270,0.0,270,0.0,,,,,,,,,0.749,0.002,,,,,,,,,,,,,642.667,18.475,,,,,,,695.244,0.068,925.604,0.141,926.152,0.066,,,0,0.0,0
MAX-arm,arm64,wireguard-tcp-fast,ssh-interactive,0.0,3,,,,,,,,,0.641,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,233.278,0.236,0.147,0.009,231.463,0.036,231.099,0.023,105.333,71.591,,,,,,,,,,,,,,,0,0.0,0
MAX-arm,arm64,wireguard-tcp-fast,ssh-interactive,0.5,3,,,,,,,,,0.682,0.059,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,232.654,0.233,0.115,0.01,231.454,0.019,231.142,0.028,64,0.0,,,,,,,,,,,,,,,0,0.0,0
MAX-arm,arm64,wireguard-tcp-fast,ssh-interactive,1.0,3,,,,,,,,,0.792,0.208,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,233.709,0.503,0.167,0.033,231.468,0.004,231.123,0.01,64,0.0,,,,,,,,,,,,,,,0,0.0,0
MAX-arm,arm64,wireguard-tcp-fast,ssh-interactive,2.0,3,,,,,,,,,0.654,0.019,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,233.543,1.328,0.139,0.035,231.456,0.019,231.103,0.022,64,0.0,,,,,,,,,,,,,,,0,0.0,0
MAX-arm,arm64,wireguard-tcp-fast,ssh-interactive,3.0,3,,,,,,,,,0.632,0.065,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,234.237,1.323,0.173,0.052,231.476,0.029,231.126,0.032,105.333,71.591,,,,,,,,,,,,,,,0,0.0,0
MAX-arm,arm64,wireguard-tcp-fast,ssh-interactive,5.0,3,,,,,,,,,0.657,0.043,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,233.295,0.525,0.131,0.01,231.449,0.014,231.135,0.031,94.667,53.116,,,,,,,,,,,,,,,0,0.0,0
MAX-arm,arm64,wireguard-tcp-fast,ssh-interactive,10.0,3,,,,,,,,,0.86,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,,,,,0,0.0,0
